AC_POWER
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.585714286
26.8625
60.68571429
119.275
170.0142857
181.9375
180.5857143
184.0625
318.6714286
384.8375
424.1285714
417.7875
559.2285714
394.0125
315.8857143
632.3428571
588.775
650.0285714
431.875
428.2285714
668.725
584.7857143
609.8625
920.0428571
805.1875
1030.285714
832.9625
783.5571429
596.5625
623.0428571
742.9142857
731.5
934.4714286
1039.35
532.2285714
659.875
580.2571429
620.9875
637.7
460.0375
446.5714286
400.725
426.0142857
320.1125
202.6857143
197.1875
106.0666667
47.0125
25.48571429
7.542857143
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.757142857
29.8625
63.12857143
102.475
142.2857143
181.6
227.7
316.5
389.1142857
446.125
553.9
601.1875
580.2714286
524.0571429
546.3875
665.0571429
783.4875
727.6142857
938.45
826.7571429
826.1375
687.3714286
718.15
883.5285714
829.2125
664.8714286
1007.65
1095.285714
884.5875
1016.014286
887.3428571
669.1625
599.8142857
762.4125
663.9714286
683.6
674.4571429
535.75
463.8285714
357.725
308.8571429
260.1875
236.7571429
203.9375
180.0571429
148.0285714
108.175
69.2
36.1
11.6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
10.4
39.08571429
78.2625
125.0714286
225.45
264.1714286
401.4875
484.5571429
482.1
502.9428571
703.6125
624.1142857
654.9125
768.5
921.6428571
891.125
883.1857143
1034.7125
1114.814286
1061.1125
991.8285714
1085.0125
940.7142857
560.1125
1025.042857
675.25
1038.528571
692.2125
729.1571429
949.325
819.4285714
845.6625
437.0571429
298.3571429
892.575
880.3428571
704.175
716.2142857
395.8
542.3142857
402.3285714
365.9857143
336.4875
185.4857143
153.125
124.4857143
77.3125
26.84285714
10.425
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
